occupationUri,occupationLabel,label,skills_essential,skills_optional,skills_unknown,n_total
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,administrateur de base de données/administratrice de base de données,AI/ML,"[""créer des modèles de données"", ""modèles de données""]",[],[],2
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,administrateur de base de données/administratrice de base de données,Data,[],"[""MySQL"", ""OpenEdge Database"", ""Oracle Relational Database"", ""PostgreSQL"", ""SQL Server"", ""Teradata Database""]",[],6
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,administrateur de base de données/administratrice de base de données,QA/Test,"[""évaluation de la qualité de données""]","[""méthodes d’assurance qualité""]",[],2
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,administrateur de base de données/administratrice de base de données,Security,"[""maintenir la sécurité d’une base de données""]","[""mettre en œuvre les politiques de sécurité des TIC""]",[],2
http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,administrateur de base de données/administratrice de base de données,Software,"[""administrer un système de TIC"", ""administrer un système de gestion de bases de données relationnelles"", ""appliquer les politiques d’une entreprise"", ""bonne pratique en matière de sauvegarde de systèmes"", ""calcul distribué"", ""concevoir les spécifications de sauvegarde des bases de données"", ""concevoir un schéma de base de données"", ""définir la structure physique de la base de données"", ""effectuer des sauvegardes"", ""gérer une base de données"", ""interpréter des textes techniques"", ""langage de requête Cadre de Description des Ressources"", ""langages de requête"", ""maintenir les performances d’une base de données"", ""outils de développement de bases de données"", ""procéder au dépannage des TIC"", ""services de noms de domaine"", ""stockage de données"", ""structure de l’information"", ""systèmes de gestion de base de données"", ""utiliser des bases de données"", ""utiliser la programmation de scripts"", ""utiliser une interface spécifique à une application"", ""équilibrer les ressources d’une base de données""]","[""DB2"", ""FileMaker (systèmes de gestion de base de données)"", ""IBM Informix"", ""LDAP"", ""LINQ"", ""MDX"", ""MarkLogic"", ""Microsoft Access"", ""N1QL"", ""ObjectStore"", ""SPARQL"", ""TripleStore"", ""XQuery"", ""aider les utilisateurs de systèmes d'information"", ""concevoir une base de données dans le nuage"", ""dispenser une formation technique"", ""fournir une assistance TIC"", ""gérer les données et le stockage dans l’informatique en nuage"", ""informatique décisionnelle"", ""ingénierie en mégadonnées"", ""installer un logiciel antivirus"", ""installer un pare-feu"", ""protéger des données à caractère personnel et la vie privée"", ""réaliser des audits informatiques"", ""supprimer un virus informatique ou un logiciel malveillant d’un ordinateur"", ""traitement analytique en ligne"", ""utiliser des outils de sauvegarde et de récupération"", ""utiliser différents moyens de communication"", ""utiliser la programmation automatique"", ""utiliser un logiciel de tableur"", ""évaluer la durée de travail""]",[],55
http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027,administrateur de contenu web/administratrice de contenu web,AI/ML,"[""fournir du contenu multimédia"", ""intégrer du contenu à des médias de sortie""]","[""médias interactifs""]",[],3
http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027,administrateur de contenu web/administratrice de contenu web,Data,[],"[""effectuer une analyse de données en ligne""]",[],1
http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027,administrateur de contenu web/administratrice de contenu web,QA/Test,"[""effectuer un contrôle de la qualité du contenu""]",[],[],1
http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027,administrateur de contenu web/administratrice de contenu web,Software,"[""appliquer des outils de développement de contenu"", ""assurer le respect des exigences légales"", ""assurer le respect des réglementations de l’entreprise"", ""compiler des contenus"", ""création de contenus numériques"", ""créer un intitulé"", ""exigences légales concernant les produits dans le secteur des TIC"", ""fournir du contenu écrit"", ""gérer du contenu en ligne"", ""gérer les métadonnées de contenu"", ""identifier les exigences des clients"", ""identifier les exigences légales"", ""interpréter des textes techniques"", ""langages des feuilles de style"", ""logiciel de création"", ""mots-clés dans du contenu numérique"", ""plateformes collaboratives en ligne"", ""processus de création de contenu"", ""procéder à l’optimisation des moteurs de recherche"", ""programmation web"", ""se conformer aux réglementations juridiques"", ""stratégie de publication"", ""structure de l’information"", ""traduire les exigences en conception visuelle"", ""traduire les exigences en contenu"", ""utiliser des langages de balisage"", ""utiliser des types de contenu"", ""utiliser un logiciel de système de gestion de contenu"", ""élaborer des contenus numériques""]","[""AJAX"", ""CSS"", ""JSSS"", ""JavaScript"", ""LESS"", ""PHP"", ""Sass"", ""assurer la relecture d’un texte"", ""créer un appel à l’action"", ""effectuer un travail de rédaction"", ""fournir des instructions pour le développement de contenu"", ""gérer des projets de création de contenu"", ""gérer la documentation de manière adéquate"", ""psychologie cognitive"", ""réalité augmentée"", ""standards du World Wide Web Consortium"", ""stratégie de marketing de contenu"", ""utiliser un logiciel de présentation"", ""utiliser un logiciel de tableur"", ""utiliser un logiciel de traitement de texte""]",[],49
http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95,administrateur de réseau informatique/administratrice de réseau informatique,AI/ML,"[""mettre en œuvre des outils de diagnostic d’un réseau TIC"", ""technologies de dématérialisation""]","[""ML (programmation informatique)""]",[],3
http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95,administrateur de réseau informatique/administratrice de réseau informatique,Data,"[""analyser les besoins en bande passante réseau"", ""méthodes d’analyse de la performance des TIC""]","[""Android (systèmes d’exploitation mobiles)"", ""serveurs mandataires"", ""systèmes d’exploitation mobiles""]",[],5
http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95,administrateur de réseau informatique/administratrice de réseau informatique,Network,"[""adapter la capacité d’un système de TIC"", ""appliquer les politiques relatives à l’utilisation des systèmes TIC"", ""concevoir un réseau informatique"", ""définir des règles de pare-feu"", ""déploiement de solutions"", ""effectuer des sauvegardes"", ""fourniture d’équipement de réseau TIC"", ""gouvernance d’Internet"", ""gérer des environnements TIC de virtualisation"", ""gérer un service d’hébergement et de messagerie électronique"", ""installer un logiciel antivirus"", ""installer un pare-feu"", ""installer un équipement de communications électroniques"", ""interpréter des textes techniques"", ""intégrer les composants d’un système"", ""maintenir la configuration IP"", ""mesures de lutte contre les cyberattaques"", ""mettre en place un réseau privé virtuel"", ""méthodes d’assurance qualité"", ""normes de réseau"", ""outils de système de gestion de réseau"", ""programmation de systèmes de TIC"", ""programmation informatique"", ""prévoir les besoins futurs d’un réseau TIC"", ""routage de réseau"", ""systèmes numériques"", ""utiliser des outils de sauvegarde et de récupération""]","[""ABAP"", ""AJAX"", ""APL"", ""ASP.NET"", ""Apache Tomcat"", ""Assembly (programmation informatique)"", ""BlackBerry"", ""C#"", ""C++"", ""COBOL"", ""Cisco"", ""CoffeeScript"", ""Common Lisp"", ""Erlang"", ""Groovy"", ""Haskell"", ""Java (programmation informatique)"", ""JavaScript"", ""Lisp"", ""MATLAB"", ""Microsoft Visual C++"", ""Objective-C"", ""OpenEdge Advanced Business Language"", ""PHP"", ""Pascal (programmation informatique)"", ""Perl"", ""Prolog (programmation informatique)"", ""Python (programmation informatique)"", ""R"", ""Ruby (programmation informatique)"", ""SAP R3"", ""SAS language"", ""Scala"", ""Scratch (programmation informatique)"", ""Smalltalk (programmation informatique)"", ""Swift (programmation informatique)"", ""TypeScript"", ""VBScript"", ""Visual Basic"", ""acquérir des composants système"", ""appliquer les politiques organisationnelles du système"", ""assurer une formation sur les TIC"", ""automatiser les tâches en nuage"", ""besoins des utilisateurs des systèmes d’information et de communication"", ""dispenser une formation technique"", ""iOS"", ""ingénierie des réseaux"", ""installer des répéteurs de signal"", ""installer une protection anti-spam"", ""maintenir un serveur"", ""optimiser le choix d’une solution TIC"", ""protéger des données à caractère personnel et la vie privée"", ""préparer des accords de licence"", ""réaliser des audits informatiques"", ""stratégies d’organisation"", ""supprimer un virus informatique ou un logiciel malveillant d’un ordinateur"", ""systèmes d’exploitation"", ""utiliser des outils de génie logiciel assisté par ordinateur"", ""utiliser du matériel TIC""]",[],86
http://data.europa.eu/esco/occupation/81480b40-a318-47f3-9b2c-56b69ed67d95,administrateur de réseau informatique/administratrice de réseau informatique,Security,"[""législation sur la sécurité des TIC"", ""mettre en œuvre les politiques de sécurité des TIC"", ""risques de sécurité des réseaux de TIC""]","[""ingénierie de sécurité""]",[],4
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,administrateur de systèmes informatiques/administratrice de systèmes informatiques,AI/ML,[],"[""technologies de dématérialisation""]",[],1
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,administrateur de systèmes informatiques/administratrice de systèmes informatiques,Data,"[""bibliothèques de composants logiciels""]","[""normes d’accessibilité TIC""]",[],2
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,administrateur de systèmes informatiques/administratrice de systèmes informatiques,Network,"[""mettre en place un réseau privé virtuel"", ""normes de réseau""]","[""ingénierie des réseaux""]",[],3
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,administrateur de systèmes informatiques/administratrice de systèmes informatiques,QA/Test,"[""effectuer des tests système"", ""méthodes d’assurance qualité""]","[""exécuter un test d’intégration""]",[],3
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,administrateur de systèmes informatiques/administratrice de systèmes informatiques,Security,"[""gérer la sécurité du système"", ""ingénierie de sécurité"", ""mettre en œuvre les politiques de sécurité des TIC""]","[""stratégie de sécurité de l’information"", ""sécurité et conformité du nuage""]",[],5
http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300,administrateur de systèmes informatiques/administratrice de systèmes informatiques,Software,"[""administrer un système de TIC"", ""aider les utilisateurs de systèmes d'information"", ""appliquer les politiques organisationnelles du système"", ""appliquer les politiques relatives à l’utilisation des systèmes TIC"", ""besoins des utilisateurs des systèmes d’information et de communication"", ""composants matériels"", ""contrôler la performance du système"", ""effectuer des sauvegardes"", ""gérer les changements dans un système de TIC"", ""infrastructure des TIC"", ""installer un logiciel antivirus"", ""installer un pare-feu"", ""interpréter des textes techniques"", ""intégrer les composants d’un système"", ""maintenir un système de TIC"", ""mettre en œuvre un système de reprise d’activité"", ""programmation de systèmes de TIC"", ""résoudre les problèmes des systèmes d’information"", ""services de noms de domaine"", ""stratégies d’organisation"", ""systèmes d’exploitation"", ""systèmes numériques"", ""transférer des données existantes"", ""utiliser des outils de sauvegarde et de récupération""]","[""Apache Tomcat"", ""IBM WebSphere"", ""acquérir des composants système"", ""adapter la capacité d’un système de TIC"", ""assurer une formation sur les TIC"", ""automatiser les tâches en nuage"", ""conception des systèmes"", ""cycle de développement logiciel"", ""gouvernance d’Internet"", ""gérer les données et le stockage dans l’informatique en nuage"", ""installer des répéteurs de signal"", ""installer une protection anti-spam"", ""interagir avec les utilisateurs pour définir leurs exigences"", ""intégration de systèmes de TIC"", ""mettre en œuvre la gestion des risques des TIC"", ""processus d'ingénierie"", ""stocker des données et des systèmes numériques"", ""supprimer un virus informatique ou un logiciel malveillant d’un ordinateur"", ""surveillance du nuage et compte rendu"", ""techniques de récupération des données"", ""techniques d’interface"", ""utiliser différents moyens de communication""]",[],46
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,administrateur sécurité informatique/administratrice sécurité informatique,AI/ML,"[""déterminer les faiblesses d’un système TIC""]","[""confidentialité de l’information"", ""mener des exercices de reprise d’activité""]",[],3
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,administrateur sécurité informatique/administratrice sécurité informatique,Data,"[""gestion des appareils mobiles""]",[],[],1
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,administrateur sécurité informatique/administratrice sécurité informatique,Security,"[""Internet des objets"", ""appliquer les politiques d’une entreprise"", ""assurer la gestion de l’identité des TIC"", ""bonne pratique en matière de sauvegarde de systèmes"", ""gouvernance d’Internet"", ""gérer la conformité en matière de sécurité des TIC"", ""gérer la documentation de manière adéquate"", ""gérer l’architecture des données TIC"", ""ingénierie de sécurité"", ""interpréter des textes techniques"", ""maintenir la sécurité d’une base de données"", ""mesures de lutte contre les cyberattaques"", ""méthodes d’assurance qualité"", ""normes de réseau"", ""outils de développement de bases de données"", ""principes du piratage éthique"", ""procéder au dépannage des TIC"", ""risques de sécurité des réseaux de TIC"", ""résilience organisationnelle"", ""résoudre les problèmes des systèmes d’information"", ""systèmes d’exploitation"", ""sécurité des TIC"", ""veiller à la qualité des systèmes d’information et de communication""]","[""aborder des problèmes avec un esprit critique"", ""criminalistique informatique"", ""cryptage dans le domaine des TIC"", ""cybersécurité"", ""effectuer des sauvegardes"", ""exécuter des tests de logiciel"", ""former le personnel"", ""gérer des clés pour la protection des données"", ""gérer des environnements TIC de virtualisation"", ""gérer les données et le stockage dans l’informatique en nuage"", ""gérer une base de données"", ""infrastructure des TIC"", ""installer un logiciel antivirus"", ""installer un pare-feu"", ""législation sur la sécurité des TIC"", ""menaces de sécurité des applications web"", ""mettre en place un réseau privé virtuel"", ""mettre en œuvre la sécurité et le respect des règles en matière d’informatique en nuage"", ""mettre en œuvre les politiques de sécurité des TIC"", ""normes de sécurité des TIC"", ""protéger des données à caractère personnel et la vie privée"", ""réaliser des audits informatiques"", ""réglementation en matière de télécommunications"", ""résoudre des incidents liés à l’informatique en nuage"", ""stocker des données et des systèmes numériques"", ""stratégie de sécurité de l’information"", ""supprimer un virus informatique ou un logiciel malveillant d’un ordinateur"", ""surveillance du nuage et compte rendu"", ""sécurité et conformité du nuage"", ""utiliser la programmation de scripts"", ""établir des relations d'affaires"", ""évaluer les connaissances en TIC""]",[],55
http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,agent de service d’assistance informatique/agente de service d’assistance informatique,AI/ML,[],"[""confidentialité de l’information"", ""informer sur la confidentialité des données""]",[],2
http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,agent de service d’assistance informatique/agente de service d’assistance informatique,Data,"[""utiliser un système de billetterie informatisée""]","[""effectuer une analyse de données""]",[],2
http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,agent de service d’assistance informatique/agente de service d’assistance informatique,Network,[],"[""mettre en place un réseau privé virtuel""]",[],1
http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,agent de service d’assistance informatique/agente de service d’assistance informatique,Software,"[""aider des clients"", ""aider les utilisateurs de systèmes d'information"", ""besoins des utilisateurs des systèmes d’information et de communication"", ""caractéristiques des produits"", ""caractéristiques des services"", ""communiquer avec des clients"", ""compréhension des produits"", ""fournir une assistance TIC"", ""garantir la satisfaction des clients"", ""gérer un planning de tâches"", ""identifier les besoins des clients"", ""offrir des services de suivi de la clientèle"", ""résoudre les problèmes des systèmes d’information"", ""tenir des registres de travaux"", ""tenir à jour ses connaissances des produits"", ""trouver des solutions aux problèmes"", ""utiliser du matériel TIC"", ""utiliser un logiciel de gestion de la relation avec le client"", ""établir un ordre de priorités de demandes""]","[""base de connaissances"", ""effectuer une procédure d'escalade"", ""gérer les problèmes soumis au service d’assistance"", ""infrastructure des TIC"", ""installer un logiciel antivirus"", ""plateformes d’aide en ligne"", ""répondre à des appels entrants"", ""utiliser les services en ligne""]",[],27
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,analyste de données,AI/ML,"[""confidentialité de l’information"", ""modèles de données""]","[""analyse des réseaux sociaux"", ""créer des modèles de données"", ""technologies de dématérialisation""]",[],5
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,analyste de données,Data,"[""analyse des entreprises"", ""analyser des mégadonnées"", ""appliquer des techniques d’analyse statistique"", ""catégorisation de l’information"", ""collecter les données"", ""créer des traitements de données"", ""données non structurées"", ""définir les critères de qualité des données"", ""effectuer un nettoyage de données"", ""exploration de données"", ""extraction de l’information"", ""exécuter des calculs mathématiques et analytiques"", ""gérer les données"", ""informatique décisionnelle"", ""ingénierie en mégadonnées"", ""interpréter des données actuelles"", ""intégrer des données TIC"", ""langage de requête Cadre de Description des Ressources"", ""langages de requête"", ""logiciel de visualisation des données"", ""mettre en œuvre des processus de qualité des données"", ""normaliser les données"", ""procéder à l’extraction de données"", ""science des mégadonnées"", ""statistiques"", ""structure de l’information"", ""techniques de présentation visuelle"", ""traitement de données numériques"", ""traiter des échantillons de données"", ""types de documentation"", ""utiliser des bases de données"", ""utiliser des techniques de traitement des données"", ""éthique des données"", ""évaluation de la qualité de données""]","[""Hadoop"", ""LDAP"", ""LINQ"", ""MDX"", ""N1QL"", ""SPARQL"", ""XQuery"", ""analyse des soins de santé"", ""analyse marketing"", ""architecture de l’information"", ""base de données"", ""collecter des données à des fins médico-légales"", ""communiquer les résultats d’analyse"", ""fournir une présentation visuelle des données"", ""gérer des données quantitatives"", ""gérer des systèmes de collecte de données"", ""gérer les données et le stockage dans l’informatique en nuage"", ""mesure de l’audience d’un site internet"", ""plan de recherche"", ""prendre des décisions fondées sur les données"", ""recherche pluridisciplinaire"", ""reconnaissance d’images"", ""stockage de données"", ""stocker des données et des systèmes numériques"", ""techniques de modélisation statistique"", ""théorie des jeux"", ""traitement analytique en ligne"", ""utiliser un logiciel de tableur""]",[],62
http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,analyste de la reprise des activités informatiques,AI/ML,[],"[""modèles de qualité des processus d’information et de communication""]",[],1
http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,analyste de la reprise des activités informatiques,Data,"[""analyse des risques d’utilisation d’un produit"", ""appliquer les politiques d’une entreprise"", ""bonne pratique en matière de sauvegarde de systèmes"", ""communiquer les résultats d’analyse"", ""définir les politiques de sécurité"", ""développer une stratégie de sécurité de l’information"", ""effectuer des sauvegardes"", ""effectuer une évaluation de l’impact des processus de TIC sur une entreprise"", ""gérer la conformité en matière de sécurité des TIC"", ""gérer la sécurité du système"", ""gérer les plans de reprise d’activité"", ""gérer un plan de continuité des opérations"", ""identifier les risques de sécurité des TIC"", ""mettre en œuvre un système de reprise d’activité"", ""méthodes d’analyse de la performance des TIC"", ""optimiser le choix d’une solution TIC"", ""outils de débogage TIC"", ""protéger les dispositifs TIC"", ""techniques de récupération des données"", ""techniques de résolution de problèmes"", ""établir des relations d'affaires""]","[""Android (systèmes d’exploitation mobiles)"", ""BlackBerry"", ""anomalies logicielles"", ""architectures matérielles"", ""consommation électrique des TIC"", ""cybersécurité"", ""données non structurées"", ""faire une présentation en direct"", ""gérer le personnel"", ""iOS"", ""infrastructure des TIC"", ""mesures de lutte contre les cyberattaques"", ""mettre en place un réseau privé virtuel"", ""niveaux de test logiciels"", ""outils de système de gestion de réseau"", ""politique de gestion interne des risques"", ""protocoles de communication dans le domaine des TIC"", ""risques de sécurité des réseaux de TIC"", ""résilience organisationnelle"", ""résoudre des incidents liés à l’informatique en nuage"", ""stratégie de sécurité de l’information"", ""systèmes d’exploitation mobiles"", ""élaborer une stratégie pour résoudre les problèmes""]",[],44
http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,analyste de système informatique,AI/ML,"[""créer des modèles de données"", ""déterminer les faiblesses d’un système TIC"", ""mener une étude de faisabilité"", ""modèles d’architecture logicielle""]","[""ML (programmation informatique)"", ""mener des recherches quantitatives"", ""modèle d’externalisation"", ""modèle en code source ouverte"", ""modèle hybride"", ""modèles de qualité des processus d’information et de communication""]",[],10
http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,analyste de système informatique,Data,"[""analyser des procédures d’entreprise"", ""analyser les spécifications du logiciel"", ""analyser les systèmes d’information d’une organisation"", ""analyser un système de TIC"", ""appliquer des techniques d’analyse statistique"", ""concevoir un système d’information"", ""contrôler la performance du système"", ""cycle de développement logiciel"", ""définir les prescriptions techniques"", ""effectuer des tests de sécurité des TIC"", ""effectuer des tests système"", ""gérer les conséquences de l’obsolescence des TIC"", ""identifier les exigences des clients"", ""infrastructure des TIC"", ""interagir avec les utilisateurs pour définir leurs exigences"", ""méthodes d’analyse de la performance des TIC"", ""métrique logicielle"", ""niveaux de test logiciels"", ""résoudre les problèmes des systèmes d’information"", ""systèmes d’aide à la décision"", ""systèmes numériques"", ""traitement analytique en ligne"", ""utiliser une interface spécifique à une application"", ""vecteurs d’attaque""]","[""ABAP"", ""AJAX"", ""APL"", ""ASP.NET"", ""Apache Tomcat"", ""Assembly (programmation informatique)"", ""C#"", ""C++"", ""COBOL"", ""CoffeeScript"", ""Common Lisp"", ""Erlang"", ""Groovy"", ""Haskell"", ""Java (programmation informatique)"", ""JavaScript"", ""LDAP"", ""LINQ"", ""Lisp"", ""MATLAB"", ""MDX"", ""Microsoft Visual C++"", ""N1QL"", ""NoSQL"", ""Objective-C"", ""OpenEdge Advanced Business Language"", ""PHP"", ""Pascal (programmation informatique)"", ""Perl"", ""Prolog (programmation informatique)"", ""Python (programmation informatique)"", ""R"", ""Ruby (programmation informatique)"", ""SAP R3"", ""SAS language"", ""SPARQL"", ""Scala"", ""Scratch (programmation informatique)"", ""Smalltalk (programmation informatique)"", ""Swift (programmation informatique)"", ""TypeScript"", ""VBScript"", ""Visual Basic"", ""XQuery"", ""architectures matérielles"", ""automatiser les tâches en nuage"", ""calcul distribué"", ""conception des systèmes"", ""exploration de données"", ""exécuter des calculs mathématiques et analytiques"", ""fournir des conseils en TIC"", ""installer un pare-feu"", ""langage de modélisation unifié"", ""langage de requête Cadre de Description des Ressources"", ""langages de requête"", ""logiciels bancaires de base"", ""mettre en place un réseau privé virtuel"", ""modélisation orientée objet"", ""modélisation orientée services"", ""plateformes matérielles"", ""programmation informatique"", ""techniques d’audit"", ""utiliser des langages de requête""]",[],87
http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,analyste d’expérience utilisateur,AI/ML,"[""convivialité de l’application"", ""mener des recherches qualitatives"", ""mener des recherches quantitatives"", ""mener un entretien de recherche"", ""médias interactifs""]",[],[],5
http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,analyste d’expérience utilisateur,Data,"[""Interaction homme-machine"", ""analyser les exigences des entreprises"", ""communiquer les résultats d’analyse"", ""conception de l’interaction du logiciel"", ""créer un prototype de solution en matière d’expérience utilisateur"", ""définir les prescriptions techniques"", ""effectuer des activités de recherche d’utilisateur de TIC"", ""mesurer l’ergonomie d’un logiciel"", ""psychologie cognitive"", ""sciences du comportement"", ""utiliser une carte d’expérience"", ""évaluer les commentaires des clients"", ""évaluer l’interaction des utilisateurs avec les applications des TIC""]","[""LDAP"", ""LINQ"", ""MDX"", ""N1QL"", ""SPARQL"", ""XQuery"", ""appliquer la pensée systémique de conception"", ""besoins des utilisateurs des systèmes d’information et de communication"", ""créer la maquette fonctionnelle d’un site web"", ""gestion de projets allégée"", ""gestion de projets par méthode Agile"", ""gérer la localisation"", ""identifier les besoins des utilisateurs de TIC"", ""identifier les besoins technologiques"", ""langage de requête Cadre de Description des Ressources"", ""langages de requête"", ""mesure de l’audience d’un site internet"", ""méthode de gestion de projets procédurale"", ""méthodes de gestion de projets TIC"", ""métrique logicielle"", ""prévoir les besoins futurs d’un réseau TIC"", ""réaliser une étude de marché"", ""standards du World Wide Web Consortium"", ""techniques de modération en ligne"", ""techniques de présentation visuelle"", ""tester l’accessibilité d’un système pour des utilisateurs ayant des besoins spécifiques"", ""utiliser un logiciel de contrôle d’accès""]",[],40
http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,analyste d’étude en TIC,AI/ML,"[""créer des modèles de processus d’entreprise""]","[""technologies de dématérialisation""]",[],2
http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,analyste d’étude en TIC,Data,"[""analyse des risques d’utilisation d’un produit"", ""analyser des procédures d’entreprise"", ""analyser les exigences des entreprises"", ""analyser les systèmes d’information d’une organisation"", ""appliquer la gestion du changement"", ""définir les prescriptions techniques"", ""exigences légales concernant les produits dans le secteur des TIC"", ""fournir des rapports d’analyse coût-bénéfice"", ""identifier les exigences des clients"", ""identifier les exigences légales"", ""interagir avec les utilisateurs pour définir leurs exigences"", ""mettre en œuvre une planification stratégique"", ""modélisation de processus d’entreprise"", ""proposer des solutions TIC aux problèmes des entreprises"", ""systèmes numériques"", ""techniques d’analyse et de définition des besoins de l’entreprise"", ""traduire les exigences en conception visuelle""]","[""architecture de l’information"", ""catégorisation de l’information"", ""cycle de développement logiciel"", ""données non structurées"", ""extraction de l’information"", ""exécuter des calculs mathématiques et analytiques"", ""fournir la documentation utilisateur"", ""gérer un projet TIC"", ""informatique décisionnelle"", ""marché des TIC"", ""politique de gestion interne des risques"", ""principes de stratégie d’entreprise"", ""processus de conception"", ""processus d’innovation"", ""résilience organisationnelle"", ""systèmes TIC de l’entreprise"", ""systèmes d’aide à la décision"", ""techniques de présentation visuelle""]",[],35
http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,analyste logiciel,AI/ML,"[""créer des modèles de données"", ""mener une étude de faisabilité"", ""modèles de données"", ""modèles d’architecture logicielle""]","[""ML (programmation informatique)"", ""déterminer les faiblesses d’un système TIC"", ""logiciel de négociation"", ""modèle d’externalisation"", ""modèle en code source ouverte"", ""modèle hybride"", ""système interorganisationnel de logiciels médiateurs""]",[],11
